,N,종목명,현재가,전일비,등락률,액면가,거래량,시가총액,영업이익,PER,ROA,토론실,Unnamed: 12
75,748.0,KOSEF 국고채10년,129470.0,285.0,-0.22%,0.0,3289.0,764.0,,,,,
76,749.0,KTis,2180.0,0.0,0.00%,500.0,29258.0,759.0,90.0,9.6,3.49,,
77,750.0,유니온,4845.0,215.0,+4.64%,500.0,1376148.0,756.0,-7.0,-1.99,-18.02,,
1,751.0,수출포장,18900.0,200.0,+1.07%,5000.0,3269.0,756.0,231.0,4.37,5.78,,
2,752.0,동양고속,26050.0,150.0,-0.57%,5000.0,340.0,754.0,30.0,58.41,0.67,,
3,753.0,두산2우B,76400.0,0.0,0.00%,5000.0,16.0,753.0,,-15.99,,,
4,754.0,인지컨트롤스,4950.0,170.0,-3.32%,500.0,154255.0,750.0,111.0,25.13,0.22,,
5,755.0,SK우,132500.0,0.0,0.00%,200.0,261.0,750.0,,4.17,,,
9,756.0,시디즈,37350.0,50.0,+0.13%,500.0,1767.0,747.0,43.0,18.59,8.43,,
10,757.0,수산중공업,1370.0,30.0,-2.14%,500.0,143037.0,740.0,4.0,11.14,4.22,,
11,758.0,국제약품,3975.0,90.0,-2.21%,1000.0,68065.0,731.0,33.0,33.4,1.69,,
12,759.0,한익스프레스,6060.0,50.0,-0.82%,500.0,58217.0,727.0,89.0,13.74,2.72,,
13,760.0,메타랩스,1390.0,20.0,+1.46%,500.0,405062.0,727.0,-88.0,-4.22,-17.91,,
17,761.0,삼성 레버리지 WTI원유 선물 ETN,14520.0,20.0,+0.14%,0.0,7158.0,726.0,,,,,
18,762.0,삼성공조,8910.0,30.0,-0.34%,500.0,2672.0,724.0,-11.0,11.56,2.42,,
19,763.0,TIGER 코스피중형주,10545.0,0.0,0.00%,0.0,0.0,722.0,,,,,
20,764.0,조광페인트,5630.0,50.0,-0.88%,500.0,10274.0,721.0,1.0,-18.46,-1.37,,
21,765.0,ARIRANG 코스피TR,9440.0,10.0,+0.11%,0.0,405.0,717.0,,,,,
25,766.0,부국철강,3580.0,35.0,-0.97%,500.0,130300.0,716.0,9.0,34.42,1.64,,
26,767.0,TIGER 미국나스닥100,42060.0,375.0,+0.90%,0.0,15196.0,715.0,,,,,
27,768.0,KBSTAR 국고채3년,113490.0,85.0,-0.07%,0.0,28.0,715.0,,,,,
28,769.0,동일고무벨트,5350.0,90.0,-1.65%,500.0,19446.0,714.0,121.0,6.94,3.7,,
29,770.0,가온전선,16900.0,450.0,-2.59%,5000.0,3092.0,703.0,52.0,734.78,0.02,,
33,771.0,티에이치엔,3900.0,10.0,-0.26%,500.0,135169.0,702.0,112.0,13.93,2.28,,
34,772.0,만호제강,16900.0,200.0,-1.17%,1000.0,652.0,701.0,20.0,26.24,1.07,,
35,773.0,엔케이물산,838.0,38.0,-4.34%,500.0,1339334.0,700.0,-12.0,-4.55,-26.02,,
36,774.0,화천기계,3175.0,345.0,+12.19%,500.0,14970308.0,698.0,-31.0,-102.42,-0.42,,
37,775.0,유성기업,2690.0,0.0,0.00%,500.0,19967.0,698.0,18.0,18.94,1.34,,
41,776.0,콤텍시스템,1440.0,30.0,-2.04%,500.0,740958.0,689.0,32.0,9.66,6.2,,
42,777.0,CS홀딩스,59000.0,400.0,+0.68%,5000.0,276.0,681.0,133.0,10.86,4.17,,
43,778.0,TBH글로벌,3265.0,170.0,+5.49%,500.0,1147743.0,681.0,-12.0,-1.18,-23.19,,
44,779.0,영풍제지,3065.0,40.0,-1.29%,500.0,21735.0,680.0,181.0,4.75,10.73,,
45,780.0,우리들제약,5850.0,140.0,-2.34%,500.0,36110.0,677.0,50.0,15.04,5.39,,
49,781.0,영보화학,3370.0,15.0,-0.44%,500.0,39497.0,674.0,72.0,11.74,3.19,,
50,782.0,그린케미칼,3370.0,15.0,-0.44%,500.0,4547.0,674.0,34.0,26.75,1.31,,
51,783.0,갤럭시아에스엠,2425.0,90.0,-3.58%,500.0,849514.0,668.0,-103.0,-4.17,-38.52,,
52,784.0,대림B&Co,3975.0,70.0,-1.73%,1000.0,13195.0,663.0,74.0,15.77,1.29,,
53,785.0,KBSTAR 200IT,8830.0,35.0,+0.40%,0.0,1161.0,660.0,,,,,
57,786.0,평화산업,1200.0,10.0,+0.84%,500.0,164855.0,659.0,-160.0,-1.18,-24.72,,
58,787.0,에넥스,1090.0,35.0,-3.11%,500.0,863750.0,654.0,9.0,47.39,0.71,,
59,788.0,YG PLUS,1120.0,45.0,-3.86%,500.0,219858.0,652.0,8.0,-560.0,-1.01,,
60,789.0,일성건설,1205.0,70.0,-5.49%,500.0,381828.0,651.0,99.0,26.78,0.79,,
61,790.0,유유제약,10200.0,100.0,+0.99%,1000.0,14513.0,650.0,53.0,19.47,3.36,,
65,791.0,DSR,4050.0,10.0,-0.25%,500.0,24965.0,648.0,99.0,8.2,3.54,,
66,792.0,디아이씨,2695.0,105.0,-3.75%,500.0,201953.0,646.0,226.0,-9.07,-0.85,,
67,793.0,미래에셋대우우,4580.0,15.0,-0.33%,5000.0,7606.0,645.0,,7.95,,,
68,794.0,서울식품,191.0,1.0,-0.52%,100.0,2819460.0,644.0,11.0,95.5,0.81,,
69,795.0,컨버즈,3260.0,0.0,0.00%,500.0,0.0,641.0,-141.0,-3.2,-20.14,,
73,796.0,한국석유,97400.0,1300.0,-1.32%,5000.0,1791.0,638.0,83.0,14.5,1.45,,
74,797.0,금비,63800.0,200.0,-0.31%,5000.0,93.0,638.0,127.0,9.29,4.07,,
75,798.0,NI스틸,2230.0,5.0,+0.22%,500.0,66879.0,638.0,165.0,6.23,4.12,,
76,799.0,KBSTAR KRX300,11790.0,10.0,-0.08%,0.0,1495.0,637.0,,,,,
77,800.0,SMART KRX300,11750.0,20.0,-0.17%,0.0,10126.0,634.0,,,,,
1,801.0,KODEX 은행,6420.0,25.0,-0.39%,0.0,45479.0,632.0,,,,,
2,802.0,인터지스,2120.0,60.0,-2.75%,500.0,49329.0,631.0,94.0,-4.67,-2.89,,
3,803.0,삼성 레버리지 천연가스 선물 ETN,8400.0,175.0,-2.04%,0.0,59006.0,630.0,,,,,
4,804.0,KBSTAR 중장기국공채액티브,104690.0,95.0,-0.09%,0.0,8.0,628.0,,,,,
5,805.0,영화금속,1375.0,10.0,+0.73%,500.0,413228.0,625.0,11.0,59.78,0.53,,
9,806.0,GS우,35000.0,50.0,-0.14%,5000.0,3737.0,625.0,,3.67,,,
10,807.0,신한 S&P500 VIX S/T 선물 ETN B,20665.0,105.0,+0.51%,0.0,34597.0,620.0,,,,,
11,808.0,우진아이엔에스,8120.0,230.0,-2.75%,500.0,33041.0,619.0,180.0,3.74,13.14,,
12,809.0,DSR제강,4265.0,45.0,-1.04%,500.0,23336.0,614.0,62.0,8.31,3.68,,
13,810.0,페이퍼코리아,682.0,1.0,+0.15%,500.0,190306.0,613.0,22.0,-0.98,-6.09,,
17,811.0,메디파트너생명공학,9450.0,340.0,-3.47%,500.0,219603.0,610.0,-83.0,-4.62,-56.73,,
18,812.0,KBSTAR KQ고배당,9825.0,5.0,-0.05%,0.0,487.0,609.0,,,,,
19,813.0,대림통상,4000.0,15.0,+0.38%,1000.0,752.0,609.0,-11.0,-54.05,-0.57,,
20,814.0,제일연마,6090.0,210.0,-3.33%,500.0,7895.0,609.0,56.0,11.32,5.42,,
21,815.0,한농화성,3880.0,30.0,-0.77%,500.0,16188.0,607.0,57.0,10.35,3.58,,
25,816.0,키다리스튜디오,3635.0,35.0,-0.95%,500.0,165583.0,596.0,3.0,363.5,0.73,,
26,817.0,윌비스,1045.0,0.0,0.00%,1000.0,72376.0,596.0,34.0,-8.93,-2.16,,
27,818.0,대구백화점,5500.0,100.0,-1.79%,5000.0,1418.0,595.0,-184.0,-1.99,-4.17,,
28,819.0,참엔지니어링,1180.0,75.0,-5.98%,500.0,246673.0,595.0,137.0,6.02,1.89,,
29,820.0,동양피스톤,4500.0,105.0,-2.28%,500.0,29610.0,593.0,174.0,5.15,3.81,,
33,821.0,태경화학,5090.0,110.0,-2.12%,500.0,222004.0,590.0,32.0,20.28,2.49,,
34,822.0,KOSEF 코스닥150,4395.0,35.0,-0.79%,0.0,52.0,585.0,,,,,
35,823.0,KODEX 증권,6310.0,25.0,-0.39%,0.0,70857.0,584.0,,,,,
36,824.0,선창산업,4620.0,0.0,0.00%,1000.0,2659.0,582.0,-71.0,-7.42,-1.48,,
37,825.0,혜인,4555.0,130.0,-2.77%,500.0,218615.0,579.0,62.0,-198.04,-0.33,,
41,826.0,한세엠케이,4475.0,5.0,+0.11%,500.0,59158.0,578.0,24.0,14.44,1.91,,
42,827.0,KODEX 고배당,7780.0,35.0,-0.45%,0.0,5058.0,576.0,,,,,
43,828.0,KODEX Fn성장,9750.0,0.0,0.00%,0.0,21.0,575.0,,,,,
44,829.0,TIGER 차이나HSCEI,13045.0,175.0,+1.36%,0.0,1873.0,574.0,,,,,
45,830.0,이구산업,1710.0,5.0,-0.29%,500.0,78226.0,572.0,-1.0,-21.65,-0.99,,
49,831.0,선도전기,3175.0,35.0,-1.09%,500.0,73211.0,572.0,11.0,-70.56,-0.53,,
50,832.0,TCC스틸,2550.0,5.0,+0.20%,1000.0,61183.0,570.0,171.0,5.84,3.34,,
51,833.0,대원화성,1380.0,30.0,-2.13%,500.0,42043.0,569.0,52.0,21.23,2.13,,
52,834.0,평화홀딩스,3880.0,85.0,-2.14%,500.0,10020.0,567.0,-248.0,-1.43,-12.66,,
53,835.0,동방,1680.0,25.0,-1.47%,1000.0,103711.0,562.0,142.0,3.78,2.88,,
57,836.0,까뮤이앤씨,1245.0,35.0,+2.89%,500.0,234235.0,562.0,41.0,31.92,1.23,,
58,837.0,KODEX 은선물(H),3805.0,5.0,-0.13%,0.0,124557.0,559.0,,,,,
59,838.0,진양화학,4615.0,125.0,-2.64%,500.0,126977.0,554.0,-6.0,-164.82,-0.82,,
60,839.0,롯데칠성우,71200.0,500.0,-0.70%,500.0,118.0,552.0,,-12.99,,,
61,840.0,부국증권우,18350.0,0.0,0.00%,5000.0,76.0,550.0,,8.46,,,
65,841.0,KBSTAR 고배당,9150.0,15.0,-0.16%,0.0,64.0,549.0,,,,,
66,842.0,문배철강,2670.0,20.0,-0.74%,500.0,50084.0,547.0,33.0,10.99,3.22,,
67,843.0,KODEX 중국본토CSI300,10135.0,100.0,+1.00%,0.0,6321.0,547.0,,,,,
68,844.0,코오롱인더우,19750.0,50.0,-0.25%,5000.0,1939.0,547.0,,8.78,,,
69,845.0,베트남개발1,422.0,2.0,-0.47%,0.0,68669.0,546.0,,,,,
73,846.0,한신기계,1670.0,20.0,-1.18%,500.0,321007.0,542.0,48.0,16.21,3.7,,
74,847.0,덕성,3450.0,115.0,-3.23%,500.0,336403.0,541.0,-23.0,-29.24,-1.96,,
75,848.0,TIGER 국채3년,111540.0,130.0,-0.12%,0.0,40.0,535.0,,,,,
76,849.0,신송홀딩스,4460.0,40.0,+0.90%,500.0,124145.0,528.0,-30.0,-3.79,-5.98,,
77,850.0,조일알미늄,750.0,5.0,-0.66%,500.0,66924.0,526.0,-82.0,-5.0,-3.02,,
1,851.0,한국프랜지,1725.0,0.0,0.00%,1000.0,49639.0,525.0,20.0,35.2,-0.16,,
2,852.0,서원,1100.0,20.0,-1.79%,500.0,291778.0,522.0,86.0,7.43,3.26,,
3,853.0,케이비아이동국실업,789.0,9.0,-1.13%,500.0,48238.0,521.0,-121.0,-4.38,-1.81,,
4,854.0,KODEX 중국본토 A50,17880.0,225.0,+1.27%,0.0,11644.0,519.0,,,,,
5,855.0,KINDEX S&P아시아TOP50,10465.0,105.0,+1.01%,0.0,1582.0,518.0,,,,,
9,856.0,KB KQ 우량주30 ETN,10210.0,65.0,-0.63%,0.0,1.0,510.0,,,,,
10,857.0,미래에셋 양매도 5% Auto-KO-C 2205-01 ETN,9970.0,0.0,0.00%,0.0,0.0,498.0,,,,,
11,858.0,신한 인버스 2X WTI원유 선물 ETN(H),4920.0,5.0,+0.10%,0.0,120881.0,492.0,,,,,
12,859.0,삼성 코스피 풋매도 ETN,9815.0,0.0,0.00%,0.0,0.0,491.0,,,,,
13,860.0,KB 코스피 양매도 5% OTM ETN,9795.0,0.0,0.00%,0.0,0.0,490.0,,,,,
17,861.0,TRUE 코스피 양매도 ATM ETN,9780.0,0.0,0.00%,0.0,0.0,489.0,,,,,
18,862.0,KB KTOP30 ETN,9710.0,0.0,0.00%,0.0,0.0,486.0,,,,,
19,863.0,폴루스바이오팜,1225.0,0.0,0.00%,500.0,0.0,482.0,-96.0,-1.57,-22.23,,
20,864.0,우리들휴브레인,1980.0,20.0,-1.00%,500.0,77971.0,481.0,-66.0,-3.73,-24.67,,
21,865.0,TRUE 코스피 양매도 3% OTM ETN,9620.0,0.0,0.00%,0.0,0.0,481.0,,,,,
25,866.0,TIGER KRX300,11675.0,10.0,-0.09%,0.0,2476.0,479.0,,,,,
26,867.0,삼아알미늄,4345.0,75.0,-1.70%,500.0,32170.0,478.0,55.0,17.24,,,
27,868.0,세우글로벌,1660.0,20.0,-1.19%,500.0,176175.0,476.0,5.0,75.45,1.26,,
28,869.0,ARIRANG 코스피,19825.0,15.0,-0.08%,0.0,2149.0,476.0,,,,,
29,870.0,유한양행우,200500.0,500.0,+0.25%,5000.0,35.0,474.0,,45.39,,,
33,871.0,지코,817.0,7.0,+0.86%,500.0,439487.0,472.0,25.0,16.02,4.84,,
34,872.0,한일철강,2105.0,30.0,-1.41%,500.0,37280.0,470.0,-21.0,-6.08,-2.6,,
35,873.0,QV WISE 배당 ETN,9360.0,0.0,0.00%,0.0,0.0,468.0,,,,,
36,874.0,유엔젤,3530.0,20.0,-0.56%,500.0,22255.0,466.0,30.0,26.15,3.59,,
37,875.0,SJM,2980.0,10.0,+0.34%,500.0,6135.0,465.0,7.0,11.16,1.84,,
41,876.0,QV Big Vol ETN,9240.0,0.0,0.00%,0.0,0.0,462.0,,,,,
42,877.0,롯데지주우,46650.0,400.0,-0.85%,200.0,5158.0,461.0,,26.72,,,
43,878.0,MH에탄올,6160.0,40.0,-0.65%,500.0,9889.0,455.0,12.0,-76.05,-2.56,,
44,879.0,흥아해운,466.0,0.0,0.00%,500.0,96940.0,454.0,-376.0,-0.42,-10.32,,
45,880.0,KODEX 200가치저변동,7560.0,5.0,-0.07%,0.0,2850.0,454.0,,,,,
49,881.0,이화산업,16150.0,150.0,+0.94%,5000.0,135.0,452.0,5.0,-42.06,-0.58,,
50,882.0,한국특수형강,1395.0,10.0,-0.71%,500.0,20157.0,451.0,45.0,-4.51,-1.67,,
51,883.0,신한 레버리지 다우존스지수 선물 ETN(H),22525.0,260.0,+1.17%,0.0,12699.0,450.0,,,,,
52,884.0,SJM홀딩스,3015.0,5.0,-0.17%,500.0,7112.0,450.0,18.0,14.64,2.12,,
53,885.0,동원수산,9610.0,300.0,-3.03%,5000.0,607315.0,447.0,50.0,25.03,1.37,,
57,886.0,바다로19호,2940.0,0.0,0.00%,5000.0,7187.0,447.0,22.0,6.04,15.53,,
58,887.0,형지엘리트,1410.0,20.0,-1.40%,500.0,79179.0,439.0,-12.0,-5.02,-4.07,,
59,888.0,진도,3495.0,10.0,-0.29%,500.0,7571.0,435.0,73.0,7.78,3.51,,
60,889.0,세하,1470.0,10.0,+0.68%,1000.0,46945.0,435.0,100.0,8.17,3.02,,
61,890.0,유화증권우,12400.0,50.0,-0.40%,5000.0,5.0,433.0,,30.62,,,
65,891.0,국동,1570.0,20.0,+1.29%,500.0,456464.0,433.0,57.0,8.49,2.58,,
66,892.0,신풍제지,1230.0,5.0,+0.41%,500.0,90956.0,430.0,122.0,4.92,5.4,,
67,893.0,한국종합기술,3925.0,15.0,-0.38%,500.0,27512.0,430.0,-62.0,-6.48,-2.89,,
68,894.0,TIGER 원유선물Enhanced(H),3890.0,10.0,+0.26%,0.0,41079.0,428.0,,,,,
69,895.0,KINDEX 코스피,19695.0,45.0,-0.23%,0.0,10034.0,423.0,,,,,
73,896.0,TIGER 200동일가중,8640.0,0.0,0.00%,0.0,0.0,423.0,,,,,
74,897.0,KODEX 미국S&P500선물(H),14030.0,30.0,+0.21%,0.0,23644.0,421.0,,,,,
75,898.0,진양산업,3235.0,15.0,-0.46%,500.0,50050.0,421.0,30.0,17.49,4.94,,
76,899.0,KODEX China H,20970.0,160.0,+0.77%,0.0,1487.0,419.0,,,,,
77,900.0,KOSEF 단기자금,102085.0,0.0,0.00%,0.0,6666.0,419.0,,,,,
1,901.0,TIGER 차이나CSI300인버스(합성),11275.0,120.0,-1.05%,0.0,53780.0,417.0,,,,,
2,902.0,코아스,1340.0,15.0,-1.11%,500.0,1516753.0,414.0,12.0,-268.0,-0.16,,
3,903.0,대동전자,3935.0,35.0,+0.90%,500.0,7459.0,413.0,-2.0,12.69,2.06,,
4,904.0,주연테크,385.0,1.0,-0.26%,100.0,534362.0,411.0,-15.0,-7.86,-8.75,,
5,905.0,KODEX TRF3070,10240.0,20.0,+0.20%,0.0,118544.0,410.0,,,,,
9,906.0,TIGER 미국MSCI리츠(합성 H),13935.0,85.0,+0.61%,0.0,12506.0,404.0,,,,,
10,907.0,성문전자,2070.0,70.0,-3.27%,500.0,35508.0,403.0,8.0,207.0,0.45,,
11,908.0,WISCOM,2630.0,30.0,-1.13%,500.0,6069.0,403.0,-3.0,38.12,0.82,,
12,909.0,동일제강,2685.0,10.0,+0.37%,500.0,19365.0,403.0,-3.0,298.33,0.09,,
13,910.0,케이탑리츠,890.0,13.0,+1.48%,1000.0,750349.0,401.0,72.0,12.03,1.9,,
17,911.0,KBSTAR 국채선물10년,57740.0,170.0,-0.29%,0.0,661.0,398.0,,,,,
18,912.0,원림,18100.0,200.0,+1.12%,5000.0,1708.0,398.0,20.0,-44.69,0.31,,
19,913.0,HANARO 코스닥150,8790.0,75.0,-0.85%,0.0,832.0,397.0,,,,,
20,914.0,하이스틸,19750.0,50.0,-0.25%,5000.0,6225.0,395.0,-52.0,-5.52,-2.99,,
21,915.0,체시스,1645.0,0.0,0.00%,500.0,187008.0,395.0,-3.0,-21.64,-2.08,,
25,916.0,인팩,3940.0,150.0,+3.96%,500.0,26075.0,394.0,32.0,23.73,0.81,,
26,917.0,동원금속,830.0,6.0,+0.73%,500.0,51470.0,388.0,-135.0,-1.7,-4.54,,
27,918.0,KBSTAR 중국본토대형주CSI100,16800.0,230.0,+1.39%,0.0,6123.0,386.0,,,,,
28,919.0,삼성 레버리지 China A50 선물 ETN(H),38485.0,1035.0,+2.76%,0.0,3900.0,385.0,,,,,
29,920.0,미래아이앤지,297.0,3.0,-1.00%,100.0,158126.0,385.0,-14.0,-3.54,-17.16,,
33,921.0,덕양산업,1180.0,20.0,-1.67%,500.0,55493.0,384.0,36.0,-196.67,-0.47,,
34,922.0,미래에셋 미국 항공우주 ETN(H),19180.0,95.0,+0.50%,0.0,9124.0,384.0,,,,,
35,923.0,미래에셋 레버리지 S&P500 ETN(H),19170.0,135.0,+0.71%,0.0,500.0,383.0,,,,,
36,924.0,태양금속,1040.0,5.0,-0.48%,500.0,38240.0,382.0,72.0,-7.76,-1.41,,
37,925.0,KODEX 필수소비재,7845.0,45.0,-0.57%,0.0,117.0,377.0,,,,,
41,926.0,KOSEF 국고채3년,112955.0,55.0,-0.05%,0.0,219.0,373.0,,,,,
42,927.0,TIGER 미국채10년선물,11965.0,15.0,-0.13%,0.0,24038.0,371.0,,,,,
43,928.0,TIGER 로우볼,10690.0,85.0,-0.79%,0.0,1141.0,370.0,,,,,
44,929.0,TIGER 중장기국채,54330.0,130.0,-0.24%,0.0,13888.0,369.0,,,,,
45,930.0,범양건영,1480.0,45.0,-2.95%,1000.0,75244.0,368.0,68.0,6.67,4.48,,
49,931.0,TIGER 유로스탁스50(합성 H),11425.0,5.0,+0.04%,0.0,12893.0,366.0,,,,,
50,932.0,TIGER 농산물선물Enhanced(H),4455.0,15.0,+0.34%,0.0,1424.0,365.0,,,,,
51,933.0,우진플라임,3650.0,10.0,+0.27%,500.0,6393.0,365.0,-118.0,-2.69,-4.53,,
52,934.0,호텔신라우,48350.0,2400.0,+5.22%,5000.0,24658.0,364.0,,17.53,,,
53,935.0,HANARO 200선물인버스,16905.0,25.0,+0.15%,0.0,103.0,363.0,,,,,
57,936.0,TIGER 인버스,8055.0,0.0,0.00%,0.0,58564.0,362.0,,,,,
58,937.0,한성기업,5880.0,150.0,+2.62%,5000.0,72784.0,360.0,8.0,-12.54,-1.2,,
59,938.0,KBSTAR 200선물레버리지,9725.0,20.0,-0.21%,0.0,2689.0,360.0,,,,,
60,939.0,에쓰씨엔지니어링,1415.0,15.0,+1.07%,500.0,76758.0,354.0,10.0,2.5,13.78,,
61,940.0,하이골드12호,2700.0,5.0,-0.18%,5000.0,38758.0,352.0,24.0,14.84,6.29,,
65,941.0,TIGER 우량가치,9905.0,50.0,-0.50%,0.0,804.0,348.0,,,,,
66,942.0,신한,4945.0,0.0,0.00%,5000.0,0.0,347.0,230.0,-24.48,-1.02,,
67,943.0,한국전자홀딩스,737.0,2.0,+0.27%,500.0,49504.0,345.0,32.0,-147.4,0.27,,
68,944.0,ARIRANG 단기유동성,110790.0,0.0,0.00%,0.0,0.0,342.0,,,,,
69,945.0,한솔로지스틱스,1245.0,35.0,-2.73%,500.0,77323.0,342.0,39.0,18.58,1.33,,
73,946.0,삼영화학,1005.0,40.0,-3.83%,500.0,47883.0,342.0,-63.0,-4.95,-7.17,,
74,947.0,KODEX China H 레버리지(H),6930.0,80.0,+1.17%,0.0,21036.0,340.0,,,,,
75,948.0,KBSTAR 200선물인버스2X,8485.0,0.0,0.00%,0.0,172199.0,339.0,,,,,
76,949.0,KINDEX 중장기국공채액티브,103695.0,65.0,-0.06%,0.0,25.0,338.0,,,,,
77,950.0,TIGER 코스피대형주,9465.0,25.0,-0.26%,0.0,1.0,336.0,,,,,
1,951.0,TIGER 레버리지,10005.0,10.0,-0.10%,0.0,59496.0,330.0,,,,,
2,952.0,한솔PNS,1590.0,105.0,-6.19%,500.0,807374.0,326.0,50.0,9.09,3.71,,
3,953.0,TIGER 코스피고배당,10845.0,40.0,-0.37%,0.0,107.0,322.0,,,,,
4,954.0,KBSTAR 중소형고배당,8540.0,40.0,-0.47%,0.0,40.0,320.0,,,,,
5,955.0,대신 철광석 선물 ETN(H),15870.0,820.0,+5.45%,0.0,1144.0,317.0,,,,,
9,956.0,경인전자,20200.0,50.0,-0.25%,5000.0,3016.0,317.0,-17.0,-46.65,-1.16,,
10,957.0,미래에셋 전기전자 Core5 ETN,15850.0,70.0,+0.44%,0.0,2.0,317.0,,,,,
11,958.0,대신 2X 니켈선물 ETN(H),15695.0,15.0,-0.10%,0.0,4091.0,314.0,,,,,
12,959.0,에이엔피,376.0,17.0,-4.33%,500.0,364763.0,311.0,-47.0,-3.88,-4.84,,
13,960.0,신한 다우존스지수 선물 ETN(H),15445.0,55.0,+0.36%,0.0,89.0,309.0,,,,,
17,961.0,남양유업우,183000.0,2000.0,-1.08%,5000.0,30.0,305.0,,80.51,,,
18,962.0,KOSEF 미국달러선물,12745.0,50.0,+0.39%,0.0,28992.0,305.0,,,,,
19,963.0,신한 레버리지 은 선물 ETN(H),7600.0,70.0,-0.91%,0.0,40417.0,304.0,,,,,
20,964.0,QV 하드웨어 TOP5 ETN,15190.0,0.0,0.00%,0.0,0.0,304.0,,,,,
21,965.0,태원물산,3980.0,75.0,-1.85%,500.0,28579.0,302.0,0.0,84.68,0.9,,
25,966.0,삼성 미국 대형 성장주 ETN,14965.0,125.0,+0.84%,0.0,1.0,299.0,,,,,
26,967.0,LG하우시스우,28950.0,0.0,0.00%,5000.0,348.0,299.0,,-5.45,,,
27,968.0,키위미디어그룹,150.0,0.0,0.00%,500.0,0.0,296.0,-132.0,-0.99,-21.83,,
28,969.0,미래에셋 미국 대형주 ETN(H),14785.0,25.0,-0.17%,0.0,44.0,296.0,,,,,
29,970.0,TIGER 소프트웨어,7960.0,25.0,-0.31%,0.0,4746.0,293.0,,,,,
33,971.0,ARIRANG KRX300,11700.0,0.0,0.00%,0.0,91.0,292.0,,,,,
34,972.0,ARIRANG 신흥국MSCI(합성 H),9880.0,0.0,0.00%,0.0,7197.0,292.0,,,,,
35,973.0,삼화전자,2795.0,5.0,-0.18%,1000.0,29688.0,292.0,-32.0,-6.65,-6.76,,
36,974.0,SK케미칼우,19950.0,50.0,-0.25%,5000.0,3161.0,291.0,,43.18,,,
37,975.0,삼성 China A50 선물 ETN(H),14395.0,0.0,0.00%,0.0,0.0,288.0,,,,,
41,976.0,HANARO 200선물레버리지,11640.0,25.0,-0.21%,0.0,16565.0,285.0,,,,,
42,977.0,삼성 Alerian 에너지인프라 MLP ETN,9505.0,0.0,0.00%,0.0,0.0,285.0,,,,,
43,978.0,삼성 미국 대형 성장주 ETN(H),14225.0,0.0,0.00%,0.0,0.0,284.0,,,,,
44,979.0,성안,498.0,9.0,-1.78%,500.0,85028.0,283.0,-107.0,-2.78,-4.34,,
45,980.0,웅진에너지,914.0,0.0,0.00%,5000.0,0.0,283.0,-561.0,-0.24,-38.93,,
49,981.0,BYC우,131000.0,1500.0,+1.16%,5000.0,1383.0,282.0,,12.09,,,
50,982.0,하이골드3호,1745.0,5.0,+0.29%,5000.0,37209.0,282.0,40.0,7.09,10.59,,
51,983.0,신한 인버스 옥수수 선물 ETN(H),14055.0,25.0,+0.18%,0.0,4.0,281.0,,,,,
52,984.0,KOSEF 미국달러선물레버리지,10100.0,55.0,+0.55%,0.0,34523.0,280.0,,,,,
53,985.0,미래에셋 미국 중형주 ETN(H),13950.0,0.0,0.00%,0.0,0.0,279.0,,,,,
57,986.0,ARIRANG 단기채권액티브,104285.0,5.0,0.00%,0.0,2927.0,277.0,,,,,
58,987.0,KODEX 200동일가중,8600.0,25.0,-0.29%,0.0,12.0,275.0,,,,,
59,988.0,삼성 Cushing 에너지인프라 MLP ETN,9140.0,0.0,0.00%,0.0,0.0,274.0,,,,,
60,989.0,ARIRANG 고배당저변동50,9385.0,60.0,-0.64%,0.0,1888.0,272.0,,,,,
61,990.0,TIGER 일본TOPIX(합성 H),12320.0,50.0,-0.40%,0.0,1426.0,271.0,,,,,
65,991.0,KOSEF 미국달러선물 인버스2X(합성),8040.0,50.0,-0.62%,0.0,11628.0,271.0,,,,,
66,992.0,TIGER 모멘텀,19040.0,20.0,-0.10%,0.0,119.0,270.0,,,,,
67,993.0,QV 레버리지 S&P500 ETN,13480.0,70.0,+0.52%,0.0,24.0,270.0,,,,,
68,994.0,TIGER 단기선진하이일드(합성 H),11700.0,20.0,+0.17%,0.0,2095.0,269.0,,,,,
69,995.0,KINDEX 삼성그룹섹터가중,9090.0,40.0,+0.44%,0.0,21.0,264.0,,,,,
73,996.0,미래에셋 원자재 선물 ETN(H),8765.0,0.0,0.00%,0.0,0.0,263.0,,,,,
74,997.0,신한 인버스 콩 선물 ETN(H),13035.0,20.0,+0.15%,0.0,109.0,261.0,,,,,
75,998.0,TIGER 2차전지테마,7435.0,115.0,+1.57%,0.0,31256.0,260.0,,,,,
76,999.0,QV 소프트웨어 TOP5 ETN,12995.0,0.0,0.00%,0.0,0.0,260.0,,,,,
77,1000.0,TIGER 부동산인프라고배당,5045.0,15.0,-0.30%,0.0,414343.0,260.0,,,,,
1,1001.0,넥센타이어1우B,3985.0,0.0,0.00%,500.0,507.0,259.0,,4.01,,,
2,1002.0,KODEX 삼성그룹밸류,6640.0,20.0,+0.30%,0.0,1.0,259.0,,,,,
3,1003.0,전방,15400.0,50.0,-0.32%,5000.0,2821.0,259.0,-87.0,-1.11,-5.98,,
4,1004.0,신화실업,21250.0,100.0,-0.47%,5000.0,2016.0,258.0,13.0,39.72,0.95,,
