,N,종목명,현재가,전일비,등락률,액면가,거래량,시가총액,영업이익,PER,ROA,토론실,Unnamed: 12
73,246.0,대한해운,22100.0,50.0,+0.23%,5000.0,114100.0,5398.0,1437.0,6.34,3.14,,
74,247.0,JW중외제약,26450.0,650.0,-2.40%,2500.0,63186.0,5374.0,216.0,72.27,1.32,,
75,248.0,동아쏘시오홀딩스,87500.0,800.0,+0.92%,5000.0,7784.0,5371.0,505.0,-3.28,-12.13,,
76,249.0,세방전지,38300.0,150.0,+0.39%,500.0,7674.0,5362.0,1113.0,5.55,8.0,,
77,250.0,LG하우시스,59600.0,700.0,-1.16%,5000.0,7964.0,5345.0,704.0,-11.22,-2.09,,
1,251.0,유안타증권,2655.0,40.0,-1.48%,5000.0,210401.0,5299.0,911.0,5.39,0.89,,
2,252.0,SK디앤디,27900.0,0.0,0.00%,1000.0,3372.0,5298.0,851.0,8.62,4.31,,
3,253.0,신영증권,56100.0,200.0,-0.36%,5000.0,1828.0,5266.0,1033.0,12.44,0.8,,
4,254.0,한국토지신탁,2070.0,10.0,-0.48%,1000.0,2339277.0,5227.0,1846.0,3.13,12.91,,
5,255.0,SK케미칼,44150.0,50.0,-0.11%,5000.0,28498.0,5184.0,457.0,95.56,-0.85,,
9,256.0,삼성화재우,162000.0,1000.0,-0.61%,500.0,4215.0,5171.0,,7.65,,,
10,257.0,태림포장,7290.0,90.0,-1.22%,500.0,3417491.0,5162.0,357.0,23.44,4.63,,
11,258.0,대교,6060.0,10.0,+0.17%,500.0,22758.0,5133.0,256.0,33.48,2.28,,
12,259.0,경동나비엔,40150.0,300.0,-0.74%,1000.0,39666.0,5115.0,408.0,20.66,4.55,,
13,260.0,대한전선,597.0,9.0,-1.49%,500.0,604135.0,5113.0,495.0,-199.0,-0.47,,
17,261.0,효성화학,160000.0,2500.0,-1.54%,5000.0,8019.0,5104.0,650.0,14.47,,,
18,262.0,삼양사,49550.0,250.0,+0.51%,5000.0,3591.0,5099.0,970.0,11.74,2.77,,
19,263.0,삼양홀딩스,59000.0,900.0,-1.50%,5000.0,6897.0,5053.0,1385.0,7.48,3.11,,
20,264.0,삼성 코스피 양매도 5% OTM ETN,10005.0,0.0,0.00%,0.0,27.0,5002.0,,,,,
21,265.0,화승인더,9000.0,100.0,-1.10%,500.0,93641.0,4979.0,577.0,24.52,2.78,,
25,266.0,한국단자,47800.0,700.0,-1.44%,500.0,18052.0,4978.0,462.0,12.57,4.56,,
26,267.0,KODEX 코스피,19585.0,10.0,+0.05%,0.0,119509.0,4955.0,,,,,
27,268.0,롯데푸드,432500.0,5500.0,+1.29%,5000.0,1173.0,4895.0,676.0,11.51,3.5,,
28,269.0,하나투어,41950.0,1200.0,-2.78%,500.0,193259.0,4873.0,249.0,55.71,1.58,,
29,270.0,TIGER TOP10,7925.0,5.0,+0.06%,0.0,15.0,4854.0,,,,,
33,271.0,KODEX 인버스,7420.0,10.0,+0.13%,0.0,8660974.0,4719.0,,,,,
34,272.0,금호산업,12800.0,0.0,0.00%,5000.0,129391.0,4613.0,423.0,-984.62,-0.04,,
35,273.0,고려제강,22900.0,500.0,-2.14%,1000.0,8924.0,4580.0,380.0,135.5,0.08,,
36,274.0,AK홀딩스,34450.0,700.0,-1.99%,5000.0,15535.0,4564.0,2697.0,4.27,6.52,,
37,275.0,파미셀,7600.0,270.0,-3.43%,500.0,590961.0,4557.0,3.0,-35.51,-20.96,,
41,276.0,쌍용차,3030.0,50.0,-1.62%,5000.0,112288.0,4540.0,-642.0,-6.76,-2.78,,
42,277.0,TIGER 단기채권액티브,50620.0,0.0,0.00%,0.0,26.0,4488.0,,,,,
43,278.0,SMART 200TR,8375.0,5.0,-0.06%,0.0,3946.0,4485.0,,,,,
44,279.0,스카이라이프,9370.0,200.0,-2.09%,2500.0,33163.0,4481.0,667.0,8.68,6.47,,
45,280.0,우리종금,660.0,7.0,-1.05%,500.0,1145705.0,4450.0,329.0,13.47,1.46,,
49,281.0,KODEX 200선물인버스2X,8420.0,10.0,+0.12%,0.0,19869069.0,4420.0,,,,,
50,282.0,한화투자증권,2060.0,20.0,-0.96%,5000.0,111244.0,4420.0,972.0,5.04,1.02,,
51,283.0,제일약품,30000.0,0.0,0.00%,500.0,11601.0,4411.0,74.0,234.38,0.46,,
52,284.0,송원산업,18300.0,200.0,-1.08%,500.0,96095.0,4392.0,543.0,11.53,4.35,,
53,285.0,동성제약,16800.0,200.0,-1.18%,1000.0,364292.0,4380.0,-18.0,-72.41,-4.35,,
57,286.0,남해화학,8810.0,170.0,-1.89%,1000.0,68139.0,4377.0,170.0,52.44,1.51,,
58,287.0,LG전자우,25450.0,0.0,0.00%,5000.0,13967.0,4374.0,,3.71,,,
59,288.0,진에어,14500.0,350.0,-2.36%,1000.0,69990.0,4350.0,630.0,9.78,,,
60,289.0,SK디스커버리,22550.0,450.0,-1.96%,5000.0,16664.0,4293.0,1000.0,5.73,1.98,,
61,290.0,종근당홀딩스,85000.0,1900.0,-2.19%,2500.0,35515.0,4258.0,537.0,15.51,6.25,,
65,291.0,한라홀딩스,40500.0,500.0,-1.22%,5000.0,14598.0,4241.0,575.0,33.36,0.73,,
66,292.0,CJ헬로,5440.0,90.0,-1.63%,2500.0,68170.0,4213.0,680.0,10.62,,,
67,293.0,한진중공업,5050.0,50.0,+1.00%,5000.0,148578.0,4205.0,617.0,-0.06,-36.99,,
68,294.0,맵스리얼티1,4520.0,15.0,-0.33%,0.0,47228.0,4196.0,,,,,
69,295.0,아이마켓코리아,11650.0,550.0,+4.95%,500.0,139605.0,4187.0,362.0,33.97,1.91,,
73,296.0,한국쉘석유,322000.0,1000.0,+0.31%,5000.0,1081.0,4186.0,310.0,16.77,18.12,,
74,297.0,삼화콘덴서,40050.0,850.0,-2.08%,1000.0,99595.0,4163.0,813.0,6.74,34.62,,
75,298.0,현대에이치씨엔,3685.0,60.0,-1.60%,500.0,25118.0,4160.0,467.0,10.41,5.27,,
76,299.0,두산건설,1280.0,5.0,-0.39%,500.0,183283.0,4156.0,-522.0,-0.23,-21.04,,
77,300.0,한일시멘트,100000.0,0.0,0.00%,5000.0,1326.0,4145.0,561.0,3.87,,,
1,301.0,신도리코,40700.0,800.0,-1.93%,5000.0,2860.0,4103.0,249.0,11.71,3.71,,
2,302.0,잇츠한불,18500.0,100.0,-0.54%,500.0,17895.0,4057.0,199.0,49.2,3.38,,
3,303.0,유니드,44700.0,250.0,-0.56%,5000.0,9824.0,3974.0,801.0,11.0,3.23,,
4,304.0,이리츠코크렙,6180.0,10.0,-0.16%,500.0,21714.0,3915.0,129.0,68.67,,,
5,305.0,남선알미늄,3530.0,100.0,-2.75%,500.0,2636778.0,3889.0,94.0,15.48,,,
9,306.0,일양약품,20250.0,300.0,-1.46%,2500.0,22204.0,3865.0,167.0,-80.68,0.75,,
10,307.0,하나제약,23850.0,300.0,-1.24%,500.0,18242.0,3864.0,336.0,12.09,13.65,,
11,308.0,남양유업,536000.0,7000.0,-1.29%,5000.0,146.0,3859.0,86.0,235.81,0.19,,
12,309.0,KODEX 선진국MSCI World,14120.0,70.0,+0.50%,0.0,3115.0,3855.0,,,,,
13,310.0,한국자산신탁,3385.0,35.0,-1.02%,500.0,30641.0,3820.0,1379.0,3.73,11.57,,
17,311.0,부산가스,34700.0,50.0,+0.14%,5000.0,1521.0,3817.0,413.0,7.75,5.22,,
18,312.0,한화손해보험,3265.0,25.0,-0.76%,5000.0,107443.0,3812.0,1105.0,4.66,0.52,,
19,313.0,JW홀딩스,5900.0,20.0,-0.34%,500.0,102095.0,3807.0,333.0,16.43,2.78,,
20,314.0,일진다이아,33700.0,300.0,+0.90%,1000.0,381478.0,3801.0,152.0,51.53,4.85,,
21,315.0,광동제약,7240.0,70.0,+0.98%,1000.0,155587.0,3795.0,339.0,17.0,3.02,,
25,316.0,동양,1585.0,10.0,-0.63%,500.0,109572.0,3783.0,7.0,113.21,0.32,,
26,317.0,미원에스씨,71700.0,500.0,-0.69%,500.0,999.0,3777.0,400.0,10.35,14.48,,
27,318.0,드림텍,6440.0,150.0,-2.28%,100.0,287402.0,3749.0,424.0,8.75,13.11,,
28,319.0,한국콜마홀딩스,20800.0,550.0,-2.58%,500.0,116027.0,3731.0,948.0,6.03,11.08,,
29,320.0,삼진제약,26650.0,300.0,-1.11%,1000.0,33390.0,3704.0,595.0,14.52,10.37,,
33,321.0,신영증권우,52200.0,200.0,+0.38%,5000.0,663.0,3682.0,,11.57,,,
34,322.0,일동제약,16000.0,200.0,-1.23%,1000.0,20259.0,3627.0,283.0,28.52,2.25,,
35,323.0,JW생명과학,22900.0,900.0,-3.78%,2500.0,72624.0,3626.0,235.0,22.92,7.92,,
36,324.0,에어부산,6960.0,140.0,+2.05%,1000.0,2794538.0,3624.0,206.0,17.19,7.11,,
37,325.0,율촌화학,14600.0,100.0,+0.69%,500.0,219007.0,3621.0,178.0,24.62,,,
41,326.0,서흥,31200.0,600.0,-1.89%,500.0,12483.0,3610.0,393.0,14.02,4.76,,
42,327.0,ARIRANG 고배당주,10985.0,35.0,-0.32%,0.0,42692.0,3599.0,,,,,
43,328.0,서울가스,71600.0,1000.0,-1.38%,5000.0,55.0,3580.0,43.0,8.65,2.87,,
44,329.0,농심홀딩스,76200.0,100.0,+0.13%,5000.0,781.0,3534.0,411.0,7.56,4.0,,
45,330.0,신한알파리츠,7390.0,10.0,+0.14%,1000.0,65202.0,3520.0,120.0,66.58,,,
49,331.0,퍼시스,30550.0,450.0,-1.45%,1000.0,356.0,3513.0,277.0,7.72,9.88,,
50,332.0,한솔제지,14600.0,200.0,-1.35%,5000.0,54393.0,3475.0,1114.0,9.12,2.15,,
51,333.0,한진,28950.0,50.0,+0.17%,5000.0,51351.0,3467.0,421.0,7.58,1.78,,
52,334.0,코리아오토글라스,17300.0,350.0,-1.98%,5000.0,29029.0,3460.0,498.0,7.98,7.97,,
53,335.0,엔에스쇼핑,10250.0,150.0,-1.44%,500.0,5854.0,3454.0,612.0,9.99,4.37,,
57,336.0,풀무원,9060.0,30.0,-0.33%,500.0,39295.0,3451.0,402.0,15.95,1.09,,
58,337.0,효성중공업,36950.0,650.0,-1.73%,5000.0,25230.0,3445.0,500.0,104.97,,,
59,338.0,교보증권,9570.0,110.0,-1.14%,5000.0,64234.0,3445.0,933.0,4.46,1.09,,
60,339.0,조선내화,85900.0,300.0,-0.35%,5000.0,1334.0,3436.0,394.0,6.52,5.71,,
61,340.0,도화엔지니어링,10150.0,250.0,-2.40%,500.0,163858.0,3423.0,173.0,24.82,3.92,,
65,341.0,삼천리,83800.0,200.0,-0.24%,5000.0,1807.0,3398.0,823.0,10.6,0.72,,
66,342.0,TIGER 코스닥150,8905.0,70.0,-0.78%,0.0,281474.0,3364.0,,,,,
67,343.0,E1,49000.0,100.0,-0.20%,5000.0,3311.0,3361.0,140.0,4.3,2.26,,
68,344.0,에이프로젠 KIC,2225.0,0.0,0.00%,500.0,1963280.0,3360.0,16.0,-3.52,-9.7,,
69,345.0,아세아시멘트,85500.0,2900.0,-3.28%,5000.0,7212.0,3331.0,792.0,21.37,1.21,,
73,346.0,유양디앤유,5720.0,230.0,-3.87%,500.0,486953.0,3328.0,-184.0,-10.63,-15.13,,
74,347.0,경인양행,8220.0,90.0,+1.11%,500.0,2242574.0,3321.0,197.0,25.14,3.58,,
75,348.0,두산우,74900.0,200.0,+0.27%,5000.0,1582.0,3304.0,,-15.67,,,
76,349.0,필룩스,4315.0,5.0,-0.12%,500.0,1680271.0,3260.0,10.0,-20.65,-4.45,,
77,350.0,한미반도체,5670.0,170.0,-2.91%,200.0,157179.0,3245.0,568.0,7.04,18.56,,
1,351.0,케이씨텍,16300.0,100.0,+0.62%,500.0,97890.0,3234.0,670.0,5.95,18.75,,
2,352.0,세아홀딩스,80800.0,500.0,-0.62%,5000.0,107.0,3232.0,1175.0,9.86,1.21,,
3,353.0,신성통상,2230.0,150.0,+7.21%,500.0,32846675.0,3205.0,194.0,42.88,1.17,,
4,354.0,한국카본,7230.0,80.0,+1.12%,500.0,241848.0,3178.0,62.0,-106.32,-0.82,,
5,355.0,유나이티드제약,19550.0,150.0,-0.76%,500.0,8365.0,3169.0,378.0,10.01,11.16,,
9,356.0,용평리조트,6570.0,170.0,-2.52%,5000.0,349288.0,3162.0,246.0,30.99,1.21,,
10,357.0,넥센,5820.0,10.0,-0.17%,500.0,25804.0,3116.0,1436.0,5.35,3.61,,
11,358.0,한화3우B,13850.0,300.0,+2.21%,5000.0,72879.0,3112.0,,2.9,,,
12,359.0,신세계푸드,78600.0,1200.0,-1.50%,5000.0,2319.0,3044.0,274.0,35.76,1.4,,
13,360.0,디티알오토모티브,30450.0,300.0,+1.00%,500.0,3332.0,3043.0,717.0,5.46,7.09,,
17,361.0,대한제분,179000.0,1000.0,-0.56%,5000.0,1537.0,3025.0,328.0,5.88,5.74,,
18,362.0,이월드,3335.0,220.0,-6.19%,1000.0,4281891.0,3018.0,46.0,32.38,3.74,,
19,363.0,신풍제약,5670.0,60.0,-1.05%,500.0,73839.0,3004.0,69.0,157.5,0.51,,
20,364.0,삼호,19600.0,50.0,-0.25%,5000.0,6998.0,2975.0,909.0,4.61,8.23,,
21,365.0,SBS,16300.0,150.0,+0.93%,5000.0,43125.0,2975.0,51.0,61.05,0.57,,
25,366.0,경농,13650.0,550.0,-3.87%,500.0,199207.0,2961.0,148.0,53.53,1.41,,
26,367.0,진흥기업,2020.0,5.0,+0.25%,500.0,49902.0,2939.0,351.0,49.27,1.78,,
27,368.0,SBS미디어홀딩스,2100.0,20.0,-0.94%,500.0,11935.0,2938.0,71.0,25.93,1.71,,
28,369.0,현대차증권,10000.0,50.0,-0.50%,5000.0,26963.0,2934.0,681.0,5.8,0.74,,
29,370.0,한독,21300.0,300.0,-1.39%,500.0,34066.0,2932.0,221.0,36.54,1.09,,
33,371.0,모토닉,8870.0,60.0,-0.67%,500.0,21733.0,2927.0,72.0,29.87,2.26,,
34,372.0,한일홀딩스,48450.0,250.0,-0.51%,5000.0,5561.0,2904.0,411.0,0.56,15.79,,
35,373.0,SK증권,613.0,6.0,-0.97%,500.0,538634.0,2897.0,129.0,15.72,0.37,,
36,374.0,대원제약,14700.0,250.0,+1.73%,500.0,22550.0,2890.0,307.0,12.17,9.27,,
37,375.0,한세예스24홀딩스,7210.0,120.0,-1.64%,500.0,23867.0,2884.0,565.0,-18.12,-2.69,,
41,376.0,인스코비,3190.0,140.0,-4.20%,500.0,6048646.0,2876.0,53.0,-33.94,-15.69,,
42,377.0,환인제약,15350.0,0.0,0.00%,500.0,11944.0,2855.0,273.0,13.27,7.65,,
43,378.0,현대리바트,13800.0,300.0,-2.13%,1000.0,12451.0,2834.0,481.0,7.29,5.71,,
44,379.0,삼영무역,15950.0,200.0,-1.24%,500.0,30187.0,2808.0,68.0,9.73,7.73,,
45,380.0,에이블씨엔씨,10350.0,50.0,-0.48%,500.0,68484.0,2798.0,-190.0,-21.65,-3.08,,
49,381.0,무림P&P,4485.0,115.0,+2.63%,2500.0,129842.0,2797.0,1022.0,4.01,5.68,,
50,382.0,웅진씽크빅,2065.0,30.0,-1.43%,500.0,460454.0,2771.0,340.0,4.35,3.76,,
51,383.0,아세아제지,30850.0,100.0,-0.32%,5000.0,15836.0,2763.0,983.0,3.51,9.96,,
52,384.0,신대양제지,68400.0,100.0,+0.15%,5000.0,9158.0,2756.0,1166.0,3.48,13.37,,
53,385.0,나노메딕스,8120.0,310.0,-3.68%,500.0,1983298.0,2737.0,-114.0,-29.0,-11.65,,
57,386.0,KOSEF 200TR,29195.0,40.0,-0.14%,0.0,11251.0,2730.0,,,,,
58,387.0,경방,9800.0,40.0,-0.41%,500.0,4271.0,2687.0,410.0,13.3,1.57,,
59,388.0,동아지질,23350.0,100.0,-0.43%,500.0,103864.0,2685.0,261.0,14.33,6.91,,
60,389.0,풍산홀딩스,34100.0,950.0,-2.71%,5000.0,5716.0,2672.0,365.0,7.63,4.18,,
61,390.0,KPX케미칼,54600.0,600.0,-1.09%,5000.0,1393.0,2643.0,239.0,23.91,2.22,,
65,391.0,광주신세계,165000.0,2000.0,+1.23%,5000.0,556.0,2640.0,501.0,5.85,6.67,,
66,392.0,무학,9210.0,10.0,-0.11%,200.0,119495.0,2625.0,-100.0,-12.95,-3.14,,
67,393.0,IHQ,1785.0,20.0,-1.11%,500.0,441387.0,2610.0,99.0,-25.87,-4.07,,
68,394.0,제일파마홀딩스,15950.0,0.0,0.00%,500.0,5757.0,2548.0,109.0,13.11,1.25,,
69,395.0,국도화학,43650.0,650.0,-1.47%,5000.0,4301.0,2536.0,686.0,5.64,5.68,,
73,396.0,S&T홀딩스,15550.0,50.0,-0.32%,500.0,7423.0,2535.0,727.0,9.24,3.46,,
74,397.0,한국주철관,11100.0,150.0,-1.33%,500.0,60659.0,2531.0,66.0,38.54,2.09,,
75,398.0,삼익THK,12000.0,300.0,-2.44%,500.0,37785.0,2520.0,255.0,13.92,5.46,,
76,399.0,한국금융지주우,42950.0,350.0,-0.81%,5000.0,3741.0,2516.0,,4.99,,,
77,400.0,현대일렉트릭,12350.0,300.0,-2.37%,5000.0,61666.0,2514.0,-1006.0,-1.41,-8.1,,
1,401.0,동성코퍼레이션,5500.0,60.0,-1.08%,1000.0,62515.0,2499.0,78.0,-77.46,-0.58,,
2,402.0,코스모신소재,12550.0,200.0,+1.62%,1000.0,202236.0,2478.0,151.0,23.11,4.8,,
3,403.0,동화약품,8860.0,290.0,-3.17%,1000.0,68441.0,2475.0,112.0,24.61,,,
4,404.0,하이트진로홀딩스,10600.0,300.0,+2.91%,5000.0,3271699.0,2460.0,1035.0,-92.17,0.22,,
5,405.0,TIGER 차이나CSI300레버리지(합성),18615.0,285.0,+1.55%,0.0,130176.0,2457.0,,,,,
9,406.0,현대상사,18550.0,150.0,-0.80%,5000.0,43734.0,2454.0,505.0,-27.85,-0.73,,
10,407.0,조광피혁,36900.0,0.0,0.00%,5000.0,642.0,2454.0,150.0,17.97,5.51,,
11,408.0,KBSTAR 코스피,19590.0,45.0,-0.23%,0.0,2705.0,2449.0,,,,,
12,409.0,롯데손해보험,1820.0,35.0,-1.89%,1000.0,61615.0,2444.0,1213.0,2.68,0.68,,
13,410.0,아세아,111500.0,1000.0,+0.90%,5000.0,1830.0,2443.0,1837.0,4.88,4.3,,
17,411.0,대상홀딩스,6700.0,30.0,-0.45%,1000.0,36069.0,2426.0,1329.0,10.6,1.73,,
18,412.0,하나 코스피 변동성추세 추종 양매도 ETN,9630.0,0.0,0.00%,0.0,22.0,2408.0,,,,,
19,413.0,대원강업,3870.0,80.0,-2.03%,500.0,19099.0,2399.0,422.0,13.77,2.12,,
20,414.0,삼양패키징,16850.0,100.0,-0.59%,5000.0,16794.0,2394.0,350.0,11.18,4.11,,
21,415.0,선진,10050.0,50.0,-0.50%,500.0,51153.0,2390.0,348.0,13.33,2.31,,
25,416.0,CJ4우(전환),56100.0,300.0,-0.53%,5000.0,21874.0,2371.0,,7.25,,,
26,417.0,미원상사,47000.0,900.0,-1.88%,500.0,2032.0,2366.0,272.0,11.23,9.04,,
27,418.0,TIGER 차이나CSI300,8745.0,90.0,+1.04%,0.0,297500.0,2344.0,,,,,
28,419.0,한솔테크닉스,7290.0,90.0,+1.25%,5000.0,295444.0,2341.0,156.0,-8.76,-3.92,,
29,420.0,대신증권우,9000.0,0.0,0.00%,5000.0,13260.0,2340.0,,5.55,,,
33,421.0,KBSTAR 단기통안채,104785.0,15.0,+0.01%,0.0,297344.0,2326.0,,,,,
34,422.0,AJ렌터카,10500.0,50.0,-0.47%,500.0,50886.0,2325.0,218.0,61.4,0.28,,
35,423.0,티웨이항공,4950.0,180.0,-3.51%,500.0,547549.0,2325.0,478.0,5.24,,,
36,424.0,애경유화,7240.0,110.0,-1.50%,500.0,105396.0,2320.0,520.0,4.37,11.03,,
37,425.0,흥국화재,3590.0,50.0,-1.37%,5000.0,14038.0,2306.0,628.0,4.64,0.44,,
41,426.0,해태제과식품,7920.0,80.0,-1.00%,500.0,17372.0,2306.0,230.0,94.29,0.3,,
42,427.0,세방,11900.0,0.0,0.00%,500.0,5328.0,2298.0,114.0,6.3,4.48,,
43,428.0,LS전선아시아,7500.0,80.0,-1.06%,500.0,47061.0,2297.0,180.0,23.22,3.38,,
44,429.0,TIGER 200 IT,19650.0,75.0,+0.38%,0.0,13816.0,2291.0,,,,,
45,430.0,이연제약,13650.0,50.0,+0.37%,500.0,10924.0,2289.0,25.0,170.62,0.45,,
49,431.0,한국철강,4970.0,100.0,-1.97%,1000.0,37153.0,2289.0,254.0,18.83,1.36,,
50,432.0,KPX홀딩스,54000.0,200.0,-0.37%,5000.0,200.0,2281.0,338.0,62.0,1.01,,
51,433.0,KISCO홀딩스,12300.0,0.0,0.00%,1000.0,15638.0,2273.0,624.0,8.97,2.39,,
52,434.0,일신석재,2930.0,100.0,-3.30%,500.0,4241660.0,2269.0,14.0,586.0,0.52,,
53,435.0,아시아나IDT,20300.0,50.0,+0.25%,500.0,123906.0,2253.0,158.0,21.39,4.66,,
57,436.0,S-Oil우,54900.0,400.0,-0.72%,2500.0,2270.0,2208.0,,24.81,,,
58,437.0,일성신약,82800.0,700.0,-0.84%,5000.0,179.0,2202.0,23.0,74.8,0.85,,
59,438.0,KODEX 코스닥150선물인버스,9190.0,75.0,+0.82%,0.0,19042441.0,2196.0,,,,,
60,439.0,KBSTAR 대형고배당10TR,10005.0,30.0,+0.30%,0.0,175.0,2191.0,,,,,
61,440.0,AJ네트웍스,4650.0,70.0,-1.48%,1000.0,27984.0,2177.0,-213.0,4.14,2.18,,
65,441.0,코오롱글로벌,8620.0,180.0,-2.05%,5000.0,22888.0,2173.0,768.0,13.49,0.67,,
66,442.0,KINDEX 베트남VN30(합성),13825.0,5.0,-0.04%,0.0,161291.0,2171.0,,,,,
67,443.0,휴비스,6280.0,110.0,-1.72%,5000.0,42713.0,2167.0,344.0,11.72,2.04,,
68,444.0,예스코홀딩스,36000.0,50.0,+0.14%,5000.0,738.0,2160.0,252.0,30.69,0.72,,
69,445.0,유진투자증권,2195.0,20.0,-0.90%,5000.0,62461.0,2126.0,659.0,4.57,0.64,,
73,446.0,KINDEX 중국본토CSI300,22690.0,195.0,+0.87%,0.0,15007.0,2110.0,,,,,
74,447.0,한솔홀딩스,4460.0,25.0,-0.56%,5000.0,124277.0,2104.0,381.0,-5.4,-2.79,,
75,448.0,사조산업,41450.0,350.0,-0.84%,5000.0,5140.0,2072.0,543.0,5.82,3.69,,
76,449.0,해성디에스,12100.0,0.0,0.00%,5000.0,24879.0,2057.0,268.0,9.87,6.95,,
77,450.0,코오롱플라스틱,5380.0,50.0,+0.94%,1000.0,290055.0,2044.0,194.0,16.6,3.53,,
1,451.0,세아제강지주,49350.0,1950.0,-3.80%,5000.0,12657.0,2044.0,805.0,0.79,13.29,,
2,452.0,계룡건설,22850.0,450.0,-1.93%,5000.0,2571.0,2041.0,1537.0,2.29,5.71,,
3,453.0,GS글로벌,2465.0,5.0,-0.20%,2500.0,141950.0,2034.0,561.0,9.9,1.54,,
4,454.0,SG세계물산,1005.0,17.0,+1.72%,500.0,1560111.0,2034.0,39.0,30.45,2.03,,
5,455.0,S&T중공업,6110.0,10.0,+0.16%,2500.0,3623.0,2032.0,161.0,10.25,2.35,,
9,456.0,코오롱,16050.0,1500.0,-8.55%,5000.0,1075520.0,2027.0,1115.0,144.59,0.05,,
10,457.0,경보제약,8470.0,30.0,+0.36%,500.0,29202.0,2025.0,173.0,15.43,6.15,,
11,458.0,신라교역,12650.0,50.0,+0.40%,500.0,22229.0,2024.0,74.0,5.01,7.15,,
12,459.0,QV 코스피 양매도 5% OTM ETN,9995.0,10.0,+0.10%,0.0,1.0,1999.0,,,,,
13,460.0,부국증권,19100.0,100.0,-0.52%,5000.0,951.0,1981.0,373.0,8.8,2.06,,
17,461.0,일신방직,82100.0,100.0,+0.12%,5000.0,143.0,1970.0,299.0,9.26,2.44,,
18,462.0,제이에스코퍼레이션,14600.0,400.0,-2.67%,100.0,25240.0,1947.0,45.0,33.26,3.09,,
19,463.0,LS네트웍스,2460.0,55.0,-2.19%,5000.0,87699.0,1939.0,38.0,11.88,1.28,,
20,464.0,신성이엔지,1110.0,10.0,-0.89%,500.0,481072.0,1928.0,-42.0,17.9,1.95,,
21,465.0,삼영전자,9630.0,160.0,-1.63%,500.0,29644.0,1926.0,131.0,12.72,3.01,,
25,466.0,DI동일,79500.0,1000.0,-1.24%,5000.0,1724.0,1925.0,445.0,7950.0,1.47,,
26,467.0,성신양회,7840.0,200.0,-2.49%,5000.0,211636.0,1922.0,298.0,11.88,1.59,,
27,468.0,디피씨,4605.0,25.0,+0.55%,500.0,369802.0,1919.0,133.0,17.06,6.05,,
28,469.0,인디에프,3255.0,95.0,-2.84%,500.0,2999444.0,1918.0,20.0,813.75,0.16,,
29,470.0,신세계 I&C,109500.0,4000.0,-3.52%,5000.0,9748.0,1883.0,149.0,6.44,10.98,,
33,471.0,동부건설,8980.0,20.0,-0.22%,5000.0,37644.0,1875.0,318.0,2.56,10.99,,
34,472.0,삼양통상,61600.0,400.0,-0.65%,5000.0,3910.0,1848.0,321.0,7.31,7.93,,
35,473.0,DB금융투자,4350.0,25.0,-0.57%,5000.0,30726.0,1846.0,864.0,3.4,0.77,,
36,474.0,KINDEX 단기통안채,101290.0,5.0,0.00%,0.0,1817.0,1839.0,,,,,
37,475.0,SIMPAC,2805.0,10.0,+0.36%,500.0,106420.0,1835.0,102.0,1.92,13.02,,
41,476.0,유수홀딩스,7040.0,390.0,+5.86%,2500.0,300519.0,1833.0,326.0,20.35,4.75,,
42,477.0,아남전자,2375.0,35.0,-1.45%,500.0,637455.0,1832.0,-120.0,-13.12,-9.99,,
43,478.0,세진중공업,4735.0,35.0,+0.74%,500.0,122225.0,1817.0,84.0,102.93,0.49,,
44,479.0,한신공영,15650.0,50.0,+0.32%,5000.0,6926.0,1811.0,2145.0,1.11,8.8,,
45,480.0,신원,2115.0,60.0,-2.76%,500.0,1953590.0,1799.0,15.0,-27.12,-1.52,,
49,481.0,알루코,2410.0,25.0,-1.03%,500.0,252533.0,1796.0,121.0,92.69,0.54,,
50,482.0,대성산업,3965.0,5.0,-0.13%,5000.0,43927.0,1794.0,61.0,-20.03,-0.62,,
51,483.0,TIGER 코스피,19600.0,20.0,-0.10%,0.0,42144.0,1793.0,,,,,
52,484.0,유니퀘스트,6530.0,10.0,+0.15%,500.0,130285.0,1778.0,20.0,14.77,3.6,,
53,485.0,세아제강,62200.0,1600.0,-2.51%,5000.0,3190.0,1764.0,112.0,8.25,,,
57,486.0,TIGER 글로벌4차산업혁신기술(합성 H),11470.0,35.0,-0.30%,0.0,54607.0,1755.0,,,,,
58,487.0,한국패러랠,2190.0,5.0,-0.23%,0.0,9203.0,1752.0,,,,,
59,488.0,팜스코,4770.0,85.0,-1.75%,500.0,36408.0,1752.0,237.0,46.76,0.43,,
60,489.0,신한 레버리지 WTI원유 선물 ETN(H),11550.0,15.0,-0.13%,0.0,65756.0,1732.0,,,,,
61,490.0,현대차3우B,70600.0,200.0,+0.28%,5000.0,2923.0,1715.0,,13.19,,,
65,491.0,이수페타시스,4130.0,5.0,-0.12%,1000.0,186406.0,1704.0,75.0,-25.18,-1.49,,
66,492.0,에이프로젠제약,793.0,6.0,-0.75%,500.0,1151048.0,1704.0,-8.0,-88.11,-0.65,,
67,493.0,STX엔진,7380.0,140.0,+1.93%,2500.0,1646229.0,1698.0,313.0,7.31,3.32,,
68,494.0,동아타이어,12350.0,150.0,-1.20%,500.0,7901.0,1696.0,124.0,10.48,4.51,,
69,495.0,케이씨,12500.0,250.0,-1.96%,500.0,23792.0,1694.0,761.0,0.87,44.43,,
